Sale Identifier,Date,Book Title,Quantity,Unit Price,Total Price
205,2023-11-08,These Truths: A History of the United States,2,39.53,79.06
206,2019-12-13,Peace Is Every Step,3,35.89,107.67
206,2019-04-09,Wired for Love,1,21.0,21.0
207,2022-11-14,The Happiness Advantage,1,29.35,29.35
207,2025-06-30,SPQR: A History of Ancient Rome,2,48.18,96.36
208,2022-08-28,Ain't I a Woman?,2,25.84,51.68
208,2023-06-16,Selected Poems,1,14.54,14.54
209,2020-02-28,Agnes Grey,3,44.58,133.74
209,2020-08-21,Uncanny Valley,1,13.26,13.26
210,2020-09-28,The Haunting of Hill House,2,28.7,57.4
211,2023-05-29,The Prophet,3,24.75,74.25
212,2023-02-23,Mating in Captivity,3,18.54,55.62
212,2022-06-20,The Green Mile,1,40.25,40.25
212,2019-10-04,The Polyvagal Theory,2,30.23,60.46
212,2020-04-26,Hope in the Dark,3,17.39,52.17
212,2023-02-13,12 Rules for Life,3,12.51,37.53
213,2023-03-05,A Tale of Two Cities,1,30.36,30.36
213,2020-09-27,The Little Book of Common Sense Investing,1,44.98,44.98
214,2021-08-29,Harry Potter and the Chamber of Secrets,2,10.77,21.54
215,2022-11-16,Stolen Focus: Why You Can't Pay Attention—and How to Think Deeply Again,1,32.15,32.15
215,2025-08-26,Antifragile,2,49.02,98.04
216,2019-05-02,The Immortal Life of Henrietta Lacks,3,49.17,147.51
217,2019-09-25,Great Expectations,3,11.07,33.21
218,2023-07-26,The Hobbit,1,39.8,39.8
218,2021-02-13,Harry Potter and the Philosopher's Stone,2,47.7,95.4
219,2025-09-06,World Without Mind: The Existential Threat of Big Tech,3,48.24,144.72
220,2022-03-29,A Promised Land,2,38.84,77.68
221,2020-08-31,Harry Potter and the Philosopher's Stone,2,30.06,60.12
222,2024-03-05,Einstein: His Life and Universe,2,34.43,68.86
223,2025-12-20,The Gene: An Intimate History,3,21.83,65.49
224,2019-01-23,My Life on the Road,2,13.73,27.46
224,2024-09-21,When Things Fall Apart,3,32.67,98.01
224,2020-03-07,The Diary of a Young Girl,2,28.78,57.56
225,2020-04-10,Orientalism,3,20.84,62.52
225,2021-03-07,Cosmos,1,15.1,15.1
226,2023-11-04,The Automatic Millionaire,1,19.13,19.13
226,2025-04-22,Sharp Objects,3,45.64,136.92
227,2023-09-20,How to Break Up with Your Phone,3,13.83,41.49
227,2019-05-04,The Notebook,1,20.44,20.44
228,2021-08-04,The Post-American World,2,19.88,39.76
229,2020-02-17,SPQR: A History of Ancient Rome,1,45.06,45.06
229,2024-11-17,Norse Mythology,3,15.31,45.93
230,2020-01-31,A Brief History of Time,1,23.2,23.2
231,2020-05-14,Starship Troopers,2,45.87,91.74
232,2020-01-10,Small Is Beautiful,1,33.29,33.29
232,2022-09-01,The Hunger Games,3,47.06,141.18
233,2023-10-16,Dune Messiah,1,40.14,40.14
234,2023-08-11,The Girl on the Train,1,22.33,22.33
234,2021-12-15,The Way of Kings,1,38.97,38.97
234,2024-02-21,Why I'm No Longer Talking to White People About Race,1,42.37,42.37
234,2024-03-24,Influence: The Psychology of Persuasion,1,43.08,43.08
235,2019-07-19,Can You Keep a Secret?,1,19.97,19.97
236,2023-09-18,The Automatic Millionaire,1,45.52,45.52
237,2022-10-29,The Caves of Steel,3,10.47,31.41
238,2022-11-16,On Tyranny,3,10.3,30.9
239,2025-08-21,The Black Swan,2,44.7,89.4
239,2020-04-26,A Tale of Two Cities,1,36.67,36.67
240,2022-06-05,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,2,35.68,71.36
240,2020-02-08,The Hobbit,2,32.51,65.02
240,2023-08-19,The ONE Thing,3,44.12,132.36
240,2020-09-19,The Immortal Life of Henrietta Lacks,1,31.9,31.9
240,2019-03-30,Small Is Beautiful,1,28.16,28.16
240,2020-01-27,The Shallows: What the Internet Is Doing to Our Brains,3,22.45,67.35
240,2020-04-06,The Little Book That Beats the Market,2,16.28,32.56
240,2023-04-20,I'm Glad My Mom Died,2,34.29,68.58
241,2021-10-09,The Shallows: What the Internet Is Doing to Our Brains,1,27.56,27.56
241,2022-03-10,Principles for Dealing with the Changing World Order,1,10.37,10.37
242,2021-06-07,Dead Wake,3,16.43,49.29
242,2020-10-19,The Artist's Way,3,46.71,140.13
242,2019-09-18,When Genius Failed,3,42.4,127.2
243,2022-12-12,The Undercover Economist,1,19.16,19.16
243,2024-06-30,Sense and Sensibility,2,21.34,42.68
243,2019-04-21,The Notebook,1,24.58,24.58
243,2019-05-13,Alexander Hamilton,3,13.75,41.25
244,2021-06-06,Originals: How Non-Conformists Move the World,2,12.44,24.88
245,2020-12-11,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,3,21.06,63.18
245,2021-05-01,Desert Solitaire,1,32.21,32.21
245,2023-09-07,Digital Minimalism: Choosing a Focused Life in a Noisy World,1,14.79,14.79
246,2020-03-02,No One Is Too Small to Make a Difference,3,43.16,129.48
246,2021-09-11,Analects,3,25.64,76.92
247,2023-09-08,Neuromancer,1,28.86,28.86
247,2020-05-24,Dune Messiah,2,32.03,64.06
247,2024-12-07,Narrative of the Life of Frederick Douglass,3,17.77,53.31
247,2020-08-08,The Green Mile,1,27.69,27.69
248,2021-10-08,The Da Vinci Code,3,35.1,105.3
248,2025-02-12,Do Androids Dream of Electric Sheep?,1,35.16,35.16
249,2019-09-16,Divergent,3,20.59,61.77
250,2021-07-11,The Word Is Murder,3,49.42,148.26
250,2019-08-19,Team of Rivals,2,23.91,47.82
250,2020-01-21,Caste: The Origins of Our Discontents,2,22.97,45.94
250,2024-12-05,Uncanny Valley,3,35.61,106.83
251,2019-09-22,Misery,1,11.47,11.47
251,2023-07-04,The Richest Man in Babylon,3,14.72,44.16
251,2019-07-14,A Random Walk Down Wall Street,3,33.95,101.85
252,2025-07-21,The War of Art,3,28.61,85.83
252,2020-01-04,The Innovator's Dilemma,3,39.62,118.86
253,2023-09-21,Peace Is Every Step,3,22.32,66.96
253,2024-04-23,Between the World and Me,2,16.18,32.36
253,2023-04-27,The New Jim Crow,2,16.51,33.02
253,2025-08-17,The Da Vinci Code,1,37.64,37.64
254,2020-07-08,Dare to Lead,1,29.85,29.85
254,2025-03-17,The 9 Steps to Financial Freedom,3,29.61,88.83
255,2025-02-06,The Little Book of Common Sense Investing,1,13.24,13.24
256,2022-02-12,Between the World and Me,2,21.03,42.06
256,2019-05-26,Why I'm No Longer Talking to White People About Race,1,19.1,19.1
256,2023-03-31,Emotional Intelligence: Why It Can Matter More Than IQ,3,35.98,107.94
256,2023-11-12,The Bourne Identity,2,34.24,68.48
257,2024-08-15,Race Matters,2,24.56,49.12
257,2020-07-09,The Undercover Economist,3,14.57,43.71
258,2022-09-13,Dare to Lead,3,22.97,68.91
258,2022-10-11,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,1,28.57,28.57
259,2023-01-19,Mythos,2,14.02,28.04
260,2019-01-07,Devil in Winter,3,28.42,85.26
261,2023-06-05,Bad Feminist,3,22.14,66.42
261,2025-03-02,Just Mercy: A Story of Justice and Redemption,3,23.37,70.11
261,2020-05-19,Unbound: My Story of Liberation and the Birth of the Me Too Movement,3,48.03,144.09
262,2019-11-19,The Way of Kings,2,21.67,43.34
263,2025-09-23,The Immortal Life of Henrietta Lacks,1,18.09,18.09
263,2022-02-18,The Time Machine,1,48.58,48.58
264,2019-03-24,"Richer, Wiser, Happier",3,18.0,54.0
264,2022-09-11,The Artist's Way,3,31.51,94.53
265,2023-11-16,Educated: A Memoir,2,28.57,57.14
266,2020-07-14,All About Love,1,39.27,39.27
266,2021-05-28,Emotional Intelligence: Why It Can Matter More Than IQ,3,39.56,118.68
267,2022-01-10,The Richest Man in Babylon,3,10.95,32.85
267,2025-05-08,Irrational Exuberance,3,11.31,33.93
268,2023-01-11,Big Little Lies,3,40.13,120.39
268,2023-08-31,How to Do Nothing: Resisting the Attention Economy,3,11.0,33.0
268,2025-07-26,Silent Spring,2,15.28,30.56
268,2025-07-08,Frankenstein,1,40.3,40.3
268,2022-11-26,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,1,10.33,10.33
269,2024-12-12,Thrive,2,36.2,72.4
270,2022-07-25,1776,1,28.22,28.22
271,2021-10-28,Dracula,3,40.88,122.64
271,2023-04-16,Against Crisis & Disaster,2,26.06,52.12
271,2022-08-09,The Attention Merchants,3,35.5,106.5
271,2020-08-22,How to Do Nothing: Resisting the Attention Economy,3,24.84,74.52
271,2022-09-16,Awakenings,3,12.3,36.9
272,2025-06-16,Getting the Love You Want,1,48.17,48.17
272,2023-04-03,The Sixth Extinction,2,49.09,98.18
273,2019-05-11,Irrational Exuberance,3,45.85,137.55
274,2024-02-25,The War of Art,2,23.17,46.34
274,2025-04-11,Afford Anything,2,32.79,65.58
274,2021-12-15,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",2,23.96,47.92
274,2025-11-20,Crime and Punishment,3,41.75,125.25
274,2022-01-13,The Curious Incident of the Dog in the Night-Time,3,29.46,88.38
274,2020-01-02,Bad Feminist,2,43.74,87.48
274,2023-03-13,The Big Sleep,3,40.06,120.18
275,2019-06-14,The 9 Steps to Financial Freedom,2,32.19,64.38
276,2021-12-05,World Order,1,46.32,46.32
276,2021-10-26,Good to Great,2,42.38,84.76
276,2019-02-16,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",2,13.35,26.7
276,2022-08-02,Love in the Time of Cholera,1,20.7,20.7
277,2020-07-02,The Art of War,3,43.75,131.25
277,2024-11-29,The Hunger Games,3,44.41,133.23
278,2025-04-08,The Myth of Normal,1,35.14,35.14
279,2022-09-18,History of the Peloponnesian War,3,37.58,112.74
280,2024-03-27,Adrift: America in 100 Charts,3,43.82,131.46
281,2025-08-27,Atlas of the Heart,1,15.41,15.41
281,2022-12-06,Love in the Time of Cholera,1,47.76,47.76
282,2020-11-14,The Lord of the Rings,1,31.11,31.11
283,2019-07-21,Stillness Is the Key,3,49.97,149.91
284,2024-10-03,Meditations,3,25.16,75.48
284,2021-07-19,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,2,35.9,71.8
284,2021-05-29,World Without Mind: The Existential Threat of Big Tech,3,31.71,95.13
285,2021-05-21,No One Is Too Small to Make a Difference,2,44.74,89.48
286,2022-12-16,You Are a Badass at Making Money,2,30.76,61.52
287,2019-05-19,World Without Mind: The Existential Threat of Big Tech,1,32.4,32.4
288,2019-03-14,A Return to Love,3,10.96,32.88
288,2024-07-09,Dracula,3,36.78,110.34
289,2022-06-20,The Children of Men,3,28.64,85.92
290,2024-05-25,Race After Technology,3,13.81,41.43
291,2020-05-07,And Then There Were None,3,11.01,33.03
292,2019-08-23,Why We Sleep,1,41.92,41.92
292,2025-10-05,Bridget Jones's Diary,1,29.21,29.21
293,2021-08-08,The Post-American World,3,36.7,110.1
294,2023-01-19,The Secret Place,1,23.01,23.01
295,2019-05-15,Arctic Dreams,3,11.75,35.25
296,2025-04-11,The 4-Hour Workweek,3,39.47,118.41
297,2022-08-01,The Elements of Style,3,49.54,148.62
298,2019-12-05,Emotional Intelligence 2.0,2,47.65,95.3
298,2022-07-02,Ubik,3,17.49,52.47
298,2021-07-31,A Tale of Two Cities,2,41.66,83.32
299,2024-11-26,Alexander Hamilton,2,46.03,92.06
300,2022-01-04,The Clash of Civilizations and the Remaking of World Order,3,12.21,36.63
300,2024-08-05,Why We Sleep,3,47.01,141.03
300,2020-05-22,The ONE Thing,2,24.41,48.82
301,2025-10-13,Arctic Dreams,3,33.07,99.21
302,2019-04-23,Contested Will,3,11.79,35.37
302,2024-05-04,Emotional Intelligence: Why It Can Matter More Than IQ,2,29.47,58.94
302,2024-05-27,The State of Affairs,1,45.39,45.39
302,2023-04-02,Crying in H Mart,3,40.04,120.12
302,2025-10-06,Manufacturing Consent,3,41.8,125.4
302,2022-06-09,The Lean Startup,1,13.06,13.06
302,2025-06-01,The Smartest Guys in the Room,3,46.93,140.79
302,2021-09-02,New Dark Age: Technology and the End of the Future,3,17.03,51.09
303,2025-01-01,Greenlights,2,41.0,82.0
303,2022-01-03,Cosmos,3,33.49,100.47
304,2020-08-05,Twenty Thousand Leagues Under the Seas,3,26.82,80.46
305,2021-11-30,Think and Grow Rich,3,12.15,36.45
306,2019-08-10,Enchiridion,3,27.06,81.18
307,2025-12-08,Factfulness,1,48.09,48.09
308,2022-08-18,Orientalism,3,46.37,139.11
308,2024-10-12,Adrift: America in 100 Charts,3,19.2,57.6
308,2019-06-08,The Polyvagal Theory in Therapy,1,45.74,45.74
308,2024-03-10,Smarter Faster Better,1,39.9,39.9
308,2022-09-26,Antifragile,1,20.33,20.33
308,2023-06-26,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",2,36.93,73.86
308,2025-06-25,Team Human,1,49.01,49.01
309,2024-12-06,Principles for Dealing with the Changing World Order,3,31.67,95.01
309,2022-08-04,Admissions: A Life in Brain Surgery,3,43.34,130.02
310,2023-03-07,The Great Hack: How the Digital Takeover of Our Elections and Our Data Is Under Threat,3,28.99,86.97
311,2024-10-06,Influence: The Psychology of Persuasion,2,12.12,24.24
311,2019-05-31,The Curious Incident of the Dog in the Night-Time,1,18.81,18.81
311,2024-07-05,The Age of Surveillance Capitalism,2,42.85,85.7
311,2022-08-01,The Automatic Millionaire,3,19.95,59.85
311,2019-09-11,Hope in the Dark,3,22.58,67.74
312,2019-04-25,Between the World and Me,3,18.03,54.09
313,2022-01-06,Stumbling on Happiness,2,23.67,47.34
314,2024-06-12,And Then There Were None,1,35.07,35.07
314,2021-01-16,Think for Yourself: The Art and Science of Good Judgment,2,47.49,94.98
314,2021-09-23,Emotional Intelligence 2.0,1,19.13,19.13
315,2023-06-17,The War of the Worlds,1,10.4,10.4
315,2025-05-02,The Diary of a Young Girl,2,45.67,91.34
315,2021-08-07,White Fragility,3,47.99,143.97
316,2020-07-30,Meditations,1,15.47,15.47
316,2023-12-20,The Artist's Way,1,16.35,16.35
317,2024-02-09,Writing Down the Bones,1,27.58,27.58
317,2022-11-18,The Duke and I,2,14.02,28.04
318,2020-04-05,The Old Ways,3,31.13,93.39
319,2019-11-22,Bad Feminist,2,33.55,67.1
320,2023-10-26,Underland,1,26.81,26.81
321,2020-01-01,Brave New World,2,29.11,58.22
322,2022-05-30,The Day of the Triffids,3,12.67,38.01
323,2023-04-24,Crying in H Mart,3,28.59,85.77
323,2020-02-19,The Great Mental Models,1,40.99,40.99
324,2022-01-08,A Return to Love,2,17.35,34.7
325,2024-12-05,The Hunger Games,3,20.13,60.39
325,2025-05-04,Walden,2,44.51,89.02
326,2023-08-12,The Cashflow Quadrant,2,45.58,91.16
326,2020-09-01,The Old Ways,1,36.94,36.94
327,2024-08-05,Pilgrim at Tinker Creek,2,31.3,62.6
328,2022-06-17,Astrophysics for People in a Hurry,2,43.47,86.94
329,2024-05-14,Saving Capitalism,1,11.91,11.91
329,2020-08-06,The Old Ways,2,40.61,81.22
329,2020-10-22,Steve Jobs,2,41.15,82.3
329,2023-07-14,Race Matters,3,17.82,53.46
329,2023-12-07,Rachel's Holiday,3,33.73,101.19
329,2025-05-18,The Sixth Extinction,2,47.05,94.1
329,2025-07-21,The Girl on the Train,3,35.65,106.95
329,2022-07-01,"Guns, Germs, and Steel",1,31.44,31.44
329,2019-05-10,Emotional Intelligence: Why It Can Matter More Than IQ,3,31.44,94.32
330,2019-11-08,Leaders Eat Last,1,39.3,39.3
330,2024-12-21,The Clash of Civilizations and the Remaking of World Order,1,30.43,30.43
331,2022-08-14,Big Little Lies,1,35.26,35.26
332,2023-09-15,Do Androids Dream of Electric Sheep?,3,20.31,60.93
333,2023-09-22,Basic Economics,2,14.65,29.3
334,2024-03-20,Dead Wake,3,24.39,73.17
334,2025-01-03,When Things Fall Apart,2,27.16,54.32
335,2020-09-16,The Fifth Season,3,24.3,72.9
335,2024-02-06,The Duke and I,2,37.73,75.46
335,2019-08-30,Ubik,1,24.04,24.04
336,2019-04-07,Misery,3,48.64,145.92
337,2023-07-25,The Revenge of Geography,1,17.03,17.03
337,2021-12-15,The Way of Kings,2,26.99,53.98
338,2020-03-19,Mindset: The New Psychology of Success,2,17.25,34.5
339,2021-11-13,"Whitney, My Love",1,49.55,49.55
339,2022-04-07,Love in the Time of Cholera,2,14.06,28.12
340,2025-10-08,A Scanner Darkly,2,11.06,22.12
341,2022-12-25,"The Utopia of Rules: On Technology, Stupidity and the Secret Joys of Bureaucracy",2,15.83,31.66
341,2022-06-11,Boundary Boss,3,36.6,109.8
341,2019-11-01,Love in the Time of Cholera,1,30.38,30.38
342,2020-02-11,Anna Karenina,3,28.19,84.57
343,2021-08-09,The Art of Thinking Clearly,1,36.07,36.07
344,2022-03-20,A Scanner Darkly,3,26.98,80.94
345,2019-05-26,The Immortal Life of Henrietta Lacks,2,36.81,73.62
345,2022-02-23,How to Break Up with Your Phone,2,25.26,50.52
345,2020-04-10,The Richest Man in Babylon,2,41.8,83.6
346,2021-07-26,On Writing Well,1,16.32,16.32
346,2019-06-19,The Myth of Normal,3,28.48,85.44
347,2025-03-20,Nicomachean Ethics,1,41.04,41.04
347,2019-05-16,The Great Derangement: Climate Change and the Unthinkable,2,33.01,66.02
347,2024-08-13,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,2,39.99,79.98
348,2020-12-25,The Innovator's Dilemma,2,39.13,78.26
349,2019-01-26,Childhood's End,2,28.96,57.92
350,2024-05-31,A Tale of Two Cities,2,27.16,54.32
351,2025-05-06,War and Peace,3,32.07,96.21
352,2023-07-02,Manufacturing Consent,1,18.82,18.82
352,2023-02-27,What Color Is Your Parachute?,1,37.93,37.93
352,2024-02-02,The Prophet,2,18.91,37.82
353,2024-01-05,Stillness Is the Key,3,49.8,149.4
353,2021-09-11,The 8th Habit,3,15.15,45.45
354,2019-07-28,Blink,1,10.95,10.95
354,2021-06-29,Titan: The Life of John D. Rockefeller,3,24.74,74.22
355,2020-10-18,The Automatic Millionaire,1,38.27,38.27
355,2019-05-20,No One Is Too Small to Make a Difference,2,44.93,89.86
355,2020-08-03,Uncanny Valley,2,41.65,83.3
356,2022-01-08,The Art of War,1,28.27,28.27
357,2023-05-23,Mythos,1,48.18,48.18
357,2025-01-17,Four Thousand Weeks: Time Management for Mortals,1,37.46,37.46
358,2022-11-30,Strangers on a Train,1,22.56,22.56
359,2024-09-07,The Green Mile,2,39.39,78.78
359,2021-12-19,How to Break Up with Your Phone,1,46.55,46.55
359,2024-09-09,Stumbling on Happiness,3,34.56,103.68
360,2024-08-09,When Things Fall Apart,1,49.68,49.68
360,2020-01-12,Originals: How Non-Conformists Move the World,1,28.31,28.31
360,2025-11-25,Everything Is F*cked: A Book About Hope,2,28.21,56.42
360,2024-05-21,Underland,2,22.31,44.62
360,2022-03-02,Crying in H Mart,2,26.02,52.04
361,2023-07-16,Writing Down the Bones,2,27.02,54.04
361,2024-06-15,How to Break Up with Your Phone,2,46.63,93.26
362,2019-08-27,Frankenstein,3,48.84,146.52
363,2020-01-21,Your Money or Your Life,2,45.59,91.18
363,2021-07-04,One Hundred Years of Solitude,2,29.33,58.66
364,2022-04-14,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,1,49.67,49.67
364,2024-12-28,Braiding Sweetgrass,3,48.23,144.69
365,2020-10-10,Anna Karenina,3,30.97,92.91
365,2021-05-06,Arctic Dreams,3,22.88,68.64
365,2022-09-05,The Fifth Season,2,15.37,30.74
365,2022-10-22,Selected Poems,1,20.0,20.0
366,2023-06-23,Blink,3,24.0,72.0
367,2021-01-20,The Little Book of Market Myths,1,29.37,29.37
368,2023-04-12,Meditations,3,43.78,131.34
369,2020-05-23,Beating the Street,2,49.67,99.34
369,2023-01-14,The Hunger Games,1,13.82,13.82
369,2023-04-08,Outlive: The Science & Art of Longevity,3,45.49,136.47
370,2024-08-19,The Notebook,2,17.17,34.34
371,2024-06-10,The Art of War,2,11.84,23.68
371,2025-06-13,The Battle for Paradise: Puerto Rico Stays Strong,3,30.92,92.76
371,2020-12-27,Atlas of the Heart,2,17.1,34.2
371,2019-03-23,Mindset: The New Psychology of Success,2,25.44,50.88
371,2025-01-14,A Tale of Two Cities,2,17.68,35.36
372,2020-07-17,"The Utopia of Rules: On Technology, Stupidity and the Secret Joys of Bureaucracy",2,15.3,30.6
372,2021-03-11,On Writing Well,2,17.94,35.88
373,2020-06-09,The Brothers Karamazov,1,33.49,33.49
374,2023-12-15,Man's Search for Meaning,2,41.64,83.28
374,2024-10-25,Complex PTSD: From Surviving to Thriving,1,23.16,23.16
374,2023-10-22,The Brothers Karamazov,2,34.02,68.04
374,2024-06-08,Manufacturing Consent,3,20.4,61.2
375,2024-01-22,The Gene: An Intimate History,1,10.59,10.59
376,2022-05-25,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",2,49.98,99.96
376,2024-06-22,The Curious Incident of the Dog in the Night-Time,1,19.46,19.46
377,2020-03-13,Mating in Captivity,2,43.14,86.28
378,2025-11-28,The Battle for Paradise: Puerto Rico Stays Strong,2,22.05,44.1
379,2020-12-22,The Post-American World,1,12.48,12.48
379,2024-07-19,On Tyranny,2,33.99,67.98
379,2021-02-02,Awakenings,1,26.46,26.46
379,2022-02-02,Eloquent Rage: A Black Feminist Discovers Her Superpower,2,30.07,60.14
379,2021-10-19,The Maltese Falcon,3,34.08,102.24
380,2024-05-01,The 8th Habit,1,12.2,12.2
381,2020-09-30,The Little Book That Beats the Market,2,28.8,57.6
382,2024-03-06,Complications,3,28.77,86.31
382,2020-07-15,Childhood's End,2,36.56,73.12
382,2022-11-22,The Age of Surveillance Capitalism,3,46.23,138.69
383,2020-06-01,Desert Solitaire,2,12.96,25.92
383,2023-11-07,Between the World and Me,1,40.53,40.53
383,2022-07-02,The World Is Flat,1,27.27,27.27
383,2019-09-25,Soft Power,3,25.02,75.06
383,2025-06-02,Connectography,2,38.1,76.2
384,2023-07-17,The Hunger Games,2,21.93,43.86
384,2020-09-27,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,2,36.19,72.38
384,2024-01-07,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,3,13.44,40.32
385,2024-11-28,Admissions: A Life in Brain Surgery,3,18.62,55.86
386,2020-11-15,The Big Sleep,3,35.93,107.79
387,2020-07-22,Agnes Grey,1,27.71,27.71
388,2021-08-12,The Art of War,1,17.32,17.32
